   5.0000000e-03   4.1417510e-02   5.7618177e-02   8.0186835e-02   1.1152387e-01   1.1875131e-01
   5.2747554e-03   4.1435009e-02   5.7643389e-02   8.0186817e-02   1.1155018e-01   1.1881438e-01
   5.5646090e-03   4.1458094e-02   5.7676604e-02   8.0234429e-02   1.1159217e-01   1.1889191e-01
   5.8703903e-03   4.1468569e-02   5.7691898e-02   8.0256552e-02   1.1164982e-01   1.1888124e-01
   6.1929746e-03   4.1485148e-02   5.7715921e-02   8.0291145e-02   1.1167359e-01   1.1893879e-01
   6.5332853e-03   4.1498641e-02   5.7735600e-02   8.0319598e-02   1.1171449e-01   1.1896085e-01
   6.8922964e-03   4.1509276e-02   5.7751265e-02   8.0342385e-02   1.1174739e-01   1.1899994e-01
   7.2710355e-03   4.1508185e-02   5.7763149e-02   8.0359829e-02   1.1177269e-01   1.1903003e-01
   7.6705868e-03   4.1522504e-02   5.7771292e-02   8.0406437e-02   1.1183958e-01   1.1905159e-01
   8.0920939e-03   4.1542955e-02   5.7801102e-02   8.0415089e-02   1.1185247e-01   1.1911644e-01
   8.5367632e-03   4.1543876e-02   5.7803173e-02   8.0418741e-02   1.1185831e-01   1.1912406e-01
   9.0058676e-03   4.1559380e-02   5.7826092e-02   8.0452156e-02   1.1193055e-01   1.1912383e-01
   9.5007498e-03   4.1564856e-02   5.7834815e-02   8.0465438e-02   1.1192629e-01   1.1916709e-01
   1.0022826e-02   4.1576697e-02   5.7852688e-02   8.0491828e-02   1.1196472e-01   1.1917882e-01
   1.0573592e-02   4.1577968e-02   5.7879089e-02   8.0530465e-02   1.1202069e-01   1.1921012e-01
   1.1154622e-02   4.1586821e-02   5.7869429e-02   8.0517831e-02   1.1204799e-01   1.1925732e-01
   1.1767580e-02   4.1601960e-02   5.7892323e-02   8.0551680e-02   1.1205306e-01   1.1922963e-01
   1.2414222e-02   4.1607147e-02   5.7912676e-02   8.0582020e-02   1.1209751e-01   1.1926776e-01
   1.3096397e-02   4.1619535e-02   5.7920374e-02   8.0594451e-02   1.1211656e-01   1.1929936e-01
   1.3816058e-02   4.1630602e-02   5.7937848e-02   8.0620942e-02   1.1215576e-01   1.1930462e-01
   1.4575265e-02   4.1640623e-02   5.7953972e-02   8.0645646e-02   1.1219255e-01   1.1932780e-01
   1.5376192e-02   4.1649840e-02   5.7969097e-02   8.0669068e-02   1.1222765e-01   1.1934679e-01
   1.6221130e-02   4.1658463e-02   5.7983527e-02   8.0691648e-02   1.1226168e-01   1.1936225e-01
   1.7112499e-02   4.1666671e-02   5.7997521e-02   8.0713759e-02   1.1229520e-01   1.1937474e-01
   1.8052850e-02   4.1674612e-02   5.8011290e-02   8.0735705e-02   1.1232864e-01   1.1938477e-01
   1.9044873e-02   4.1682395e-02   5.8024990e-02   8.0757709e-02   1.1236232e-01   1.1939280e-01
   2.0091410e-02   4.1690079e-02   5.8057875e-02   8.0807204e-02   1.1243532e-01   1.1939922e-01
   2.1195454e-02   4.1712427e-02   5.8073458e-02   8.0832203e-02   1.1247359e-01   1.1944256e-01
   2.2360168e-02   4.1721656e-02   5.8098921e-02   8.0871438e-02   1.1253230e-01   1.1945053e-01
   2.3588883e-02   4.1738324e-02   5.8116611e-02   8.0899739e-02   1.1257559e-01   1.1945920e-01
   2.4885118e-02   4.1762540e-02   5.8154434e-02   8.0956867e-02   1.1266012e-01   1.1948837e-01
   2.6252582e-02   4.1775980e-02   5.8177014e-02   8.0992409e-02   1.1271404e-01   1.1954034e-01
   2.7695190e-02   4.1796536e-02   5.8226225e-02   8.1066029e-02   1.1282238e-01   1.1956422e-01
   2.9217071e-02   4.1826851e-02   5.8256652e-02   8.1112994e-02   1.1289289e-01   1.1964202e-01
   3.0822580e-02   4.1847004e-02   5.8289059e-02   8.1162892e-02   1.1298288e-01   1.1968848e-01
   3.2516315e-02   4.1888041e-02   5.8351296e-02   8.1255411e-02   1.1310346e-01   1.1974457e-01
   3.4303121e-02   4.1915863e-02   5.8394757e-02   8.1321279e-02   1.1320138e-01   1.1986515e-01
   3.6188115e-02   4.1964012e-02   5.8467246e-02   8.1428635e-02   1.1335862e-01   1.1995993e-01
   3.8176691e-02   4.2001323e-02   5.8524355e-02   8.1532210e-02   1.1351068e-01   1.2012140e-01
   4.0274542e-02   4.2059581e-02   5.8611403e-02   8.1642613e-02   1.1367275e-01   1.2026856e-01
   4.2487672e-02   4.2117633e-02   5.8698267e-02   8.1770967e-02   1.1386072e-01   1.2048896e-01
   4.4822415e-02   4.2180002e-02   5.8791444e-02   8.1908597e-02   1.1406234e-01   1.2072942e-01
   4.7285456e-02   4.2256757e-02   5.8905342e-02   8.2076122e-02   1.1430711e-01   1.2100515e-01
   4.9883843e-02   4.2330851e-02   5.9015749e-02   8.2253400e-02   1.1456648e-01   1.2133691e-01
   5.2625014e-02   4.2426082e-02   5.9156688e-02   8.2446305e-02   1.1484902e-01   1.2171455e-01
   5.5516816e-02   4.2526694e-02   5.9305832e-02   8.2665956e-02   1.1517081e-01   1.2217533e-01
   5.8567525e-02   4.2634847e-02   5.9474852e-02   8.2914953e-02   1.1553588e-01   1.2269433e-01
   6.1785874e-02   4.2761288e-02   5.9653939e-02   8.3179564e-02   1.1592499e-01   1.2328350e-01
   6.5181075e-02   4.2895644e-02   5.9853830e-02   8.3475390e-02   1.1636081e-01   1.2397837e-01
   6.8762846e-02   4.3043974e-02   6.0074963e-02   8.3803391e-02   1.1684517e-01   1.2476055e-01
   7.2541439e-02   4.3199051e-02   6.0307292e-02   8.4149616e-02   1.1735872e-01   1.2565353e-01
