   9.5000000e+00   4.3560543e+01
   9.5080080e+00   4.3393706e+01
   9.5160160e+00   4.3253004e+01
   9.5240240e+00   4.3139943e+01
   9.5320320e+00   4.3037832e+01
   9.5400400e+00   4.2954394e+01
   9.5480480e+00   4.2889980e+01
   9.5560561e+00   4.2844819e+01
   9.5640641e+00   4.2819184e+01
   9.5720721e+00   4.2813503e+01
   9.5800801e+00   4.2828253e+01
   9.5880881e+00   4.2864120e+01
   9.5960961e+00   4.2921928e+01
   9.6041041e+00   4.3002644e+01
   9.6121121e+00   4.3107452e+01
   9.6201201e+00   4.3237691e+01
   9.6281281e+00   4.3394858e+01
   9.6361361e+00   4.3580670e+01
   9.6441441e+00   4.3796909e+01
   9.6521522e+00   4.4045502e+01
   9.6601602e+00   4.4328438e+01
   9.6681682e+00   4.4647735e+01
   9.6761762e+00   4.5005343e+01
   9.6841842e+00   4.5403040e+01
   9.6921922e+00   4.5842586e+01
   9.7002002e+00   4.6325324e+01
   9.7082082e+00   4.6852364e+01
   9.7162162e+00   4.7424319e+01
   9.7242242e+00   4.8041446e+01
   9.7322322e+00   4.8703403e+01
   9.7402402e+00   4.9409292e+01
   9.7482482e+00   5.0157606e+01
   9.7562563e+00   5.0946229e+01
   9.7642643e+00   5.1772405e+01
   9.7722723e+00   5.2632781e+01
   9.7802803e+00   5.3523427e+01
   9.7882883e+00   5.4439891e+01
   9.7962963e+00   5.5377243e+01
   9.8043043e+00   5.6330161e+01
   9.8123123e+00   5.7293022e+01
   9.8203203e+00   5.8259964e+01
   9.8283283e+00   5.9224920e+01
   9.8363363e+00   6.0181840e+01
   9.8443443e+00   6.1124664e+01
   9.8523524e+00   6.2047311e+01
   9.8603604e+00   6.2943850e+01
   9.8683684e+00   6.3808220e+01
   9.8763764e+00   6.4634732e+01
   9.8843844e+00   6.5420437e+01
   9.8923924e+00   6.6161282e+01
   9.9004004e+00   6.6852352e+01
   9.9084084e+00   6.7489434e+01
   9.9164164e+00   6.8068933e+01
   9.9244244e+00   6.8587732e+01
   9.9324324e+00   6.9043121e+01
   9.9404404e+00   6.9432819e+01
   9.9484484e+00   6.9754835e+01
   9.9564565e+00   7.0007678e+01
   9.9644645e+00   7.0189997e+01
   9.9724725e+00   7.0300979e+01
   9.9804805e+00   7.0340017e+01
   9.9884885e+00   7.0306835e+01
   9.9964965e+00   7.0201436e+01
   1.0004505e+01   7.0024186e+01
   1.0012513e+01   6.9775644e+01
   1.0020521e+01   6.9456720e+01
   1.0028529e+01   6.9068654e+01
   1.0036537e+01   6.8612948e+01
   1.0044545e+01   6.8091303e+01
   1.0052553e+01   6.7505926e+01
   1.0060561e+01   6.6859192e+01
   1.0068569e+01   6.6155003e+01
   1.0076577e+01   6.5392913e+01
   1.0084585e+01   6.4579821e+01
   1.0092593e+01   6.3718238e+01
   1.0100601e+01   6.2812211e+01
   1.0108609e+01   6.1866021e+01
   1.0116617e+01   6.0884283e+01
   1.0124625e+01   5.9871865e+01
   1.0132633e+01   5.8833837e+01
   1.0140641e+01   5.7775752e+01
   1.0148649e+01   5.6703472e+01
   1.0156657e+01   5.5623664e+01
   1.0164665e+01   5.4539175e+01
   1.0172673e+01   5.3454322e+01
   1.0180681e+01   5.2375475e+01
   1.0188689e+01   5.1308092e+01
   1.0196697e+01   5.0257176e+01
   1.0204705e+01   4.9227304e+01
   1.0212713e+01   4.8222671e+01
   1.0220721e+01   4.7247034e+01
   1.0228729e+01   4.6303685e+01
   1.0236737e+01   4.5395363e+01
   1.0244745e+01   4.4524310e+01
   1.0252753e+01   4.3692235e+01
   1.0260761e+01   4.2900274e+01
   1.0268769e+01   4.2149104e+01
   1.0276777e+01   4.1438796e+01
   1.0284785e+01   4.0769109e+01
   1.0292793e+01   4.0139293e+01
   1.0300801e+01   3.9548297e+01
   1.0308809e+01   3.8994653e+01
   1.0316817e+01   3.8476821e+01
   1.0324825e+01   3.7992952e+01
   1.0332833e+01   3.7541105e+01
   1.0340841e+01   3.7119257e+01
   1.0348849e+01   3.6725424e+01
   1.0356857e+01   3.6357510e+01
   1.0364865e+01   3.6013606e+01
   1.0372873e+01   3.5691813e+01
   1.0380881e+01   3.5390378e+01
   1.0388889e+01   3.5107645e+01
   1.0396897e+01   3.4842129e+01
   1.0404905e+01   3.4592467e+01
   1.0412913e+01   3.4357443e+01
   1.0420921e+01   3.4135983e+01
   1.0428929e+01   3.3927134e+01
   1.0436937e+01   3.3730077e+01
   1.0444945e+01   3.3544122e+01
   1.0452953e+01   3.3368617e+01
   1.0460961e+01   3.3203044e+01
   1.0468969e+01   3.3046942e+01
   1.0476977e+01   3.2899864e+01
   1.0484985e+01   3.2761265e+01
   1.0492993e+01   3.2624233e+01
   1.0501001e+01   3.2502268e+01
   1.0509009e+01   3.2390388e+01
   1.0517017e+01   3.2286115e+01
   1.0525025e+01   3.2192073e+01
   1.0533033e+01   3.2111660e+01
   1.0541041e+01   3.2032355e+01
   1.0549049e+01   3.1960353e+01
   1.0557057e+01   3.1896002e+01
   1.0565065e+01   3.1839320e+01
   1.0573073e+01   3.1790441e+01
   1.0581081e+01   3.1749514e+01
   1.0589089e+01   3.1716717e+01
   1.0597097e+01   3.1692285e+01
   1.0605105e+01   3.1676510e+01
   1.0613113e+01   3.1669729e+01
   1.0621121e+01   3.1672342e+01
   1.0629129e+01   3.1684810e+01
   1.0637137e+01   3.1707681e+01
   1.0645145e+01   3.1741432e+01
   1.0653153e+01   3.1786746e+01
   1.0661161e+01   3.1844235e+01
   1.0669169e+01   3.1914569e+01
   1.0677177e+01   3.1998416e+01
   1.0685185e+01   3.2096419e+01
   1.0693193e+01   3.2209204e+01
   1.0701201e+01   3.2337346e+01
   1.0709209e+01   3.2481335e+01
   1.0717217e+01   3.2641578e+01
   1.0725225e+01   3.2818356e+01
   1.0733233e+01   3.3011818e+01
   1.0741241e+01   3.3221945e+01
   1.0749249e+01   3.3448568e+01
   1.0757257e+01   3.3691296e+01
   1.0765265e+01   3.3949548e+01
   1.0773273e+01   3.4222553e+01
   1.0781281e+01   3.4509298e+01
   1.0789289e+01   3.4808586e+01
   1.0797297e+01   3.5118997e+01
   1.0805305e+01   3.5438925e+01
   1.0813313e+01   3.5766581e+01
   1.0821321e+01   3.6100006e+01
   1.0829329e+01   3.6437097e+01
   1.0837337e+01   3.6775626e+01
   1.0845345e+01   3.7113267e+01
   1.0853353e+01   3.7447638e+01
   1.0861361e+01   3.7776291e+01
   1.0869369e+01   3.8096763e+01
   1.0877377e+01   3.8406615e+01
