  -1.3483997e+00   2.0346185e+02   1.1638109e+03
  -1.3481300e+00   2.0350837e+02   1.1633454e+03
  -1.3478603e+00   2.0355488e+02   1.1628801e+03
  -1.3475906e+00   2.0360139e+02   1.1624149e+03
  -1.3473209e+00   2.0364788e+02   1.1619497e+03
  -1.3470512e+00   2.0369437e+02   1.1614847e+03
  -1.3467815e+00   2.0374084e+02   1.1610197e+03
  -1.3465118e+00   2.0378731e+02   1.1605548e+03
  -1.3462421e+00   2.0383377e+02   1.1600900e+03
  -1.3459724e+00   2.0388021e+02   1.1596253e+03
  -1.3457027e+00   2.0392665e+02   1.1591608e+03
  -1.3454329e+00   2.0397308e+02   1.1586963e+03
  -1.3451632e+00   2.0401950e+02   1.1582318e+03
  -1.3448935e+00   2.0406591e+02   1.1577675e+03
  -1.3446238e+00   2.0411231e+02   1.1573033e+03
  -1.3443541e+00   2.0415870e+02   1.1568392e+03
  -1.3440844e+00   2.0420509e+02   1.1563752e+03
  -1.3438147e+00   2.0425146e+02   1.1559112e+03
  -1.3435450e+00   2.0429782e+02   1.1554474e+03
  -1.3432753e+00   2.0434418e+02   1.1549836e+03
  -1.3430056e+00   2.0439052e+02   1.1545199e+03
  -1.3427359e+00   2.0443686e+02   1.1540564e+03
  -1.3424662e+00   2.0448318e+02   1.1535929e+03
  -1.3421965e+00   2.0452950e+02   1.1531295e+03
  -1.3419268e+00   2.0457581e+02   1.1526662e+03
  -1.3416571e+00   2.0462211e+02   1.1522030e+03
  -1.3413873e+00   2.0466839e+02   1.1517399e+03
  -1.3411176e+00   2.0471467e+02   1.1512769e+03
  -1.3408479e+00   2.0476094e+02   1.1508140e+03
  -1.3405782e+00   2.0480721e+02   1.1503512e+03
  -1.3403085e+00   2.0485346e+02   1.1498885e+03
  -1.3400388e+00   2.0489970e+02   1.1494258e+03
  -1.3397691e+00   2.0494593e+02   1.1489633e+03
  -1.3394994e+00   2.0499216e+02   1.1485008e+03
  -1.3392297e+00   2.0503837e+02   1.1480385e+03
  -1.3389600e+00   2.0508457e+02   1.1475762e+03
  -1.3386903e+00   2.0513077e+02   1.1471140e+03
  -1.3384206e+00   2.0517696e+02   1.1466519e+03
  -1.3381509e+00   2.0522313e+02   1.1461900e+03
  -1.3378812e+00   2.0526930e+02   1.1457281e+03
  -1.3376114e+00   2.0531546e+02   1.1452663e+03
  -1.3373417e+00   2.0536161e+02   1.1448046e+03
  -1.3370720e+00   2.0540775e+02   1.1443429e+03
  -1.3368023e+00   2.0545388e+02   1.1438814e+03
  -1.3365326e+00   2.0550000e+02   1.1434200e+03
  -1.3362629e+00   2.0554611e+02   1.1429587e+03
  -1.3359932e+00   2.0559221e+02   1.1424974e+03
  -1.3357235e+00   2.0563831e+02   1.1420363e+03
  -1.3354538e+00   2.0568439e+02   1.1415752e+03
  -1.3351841e+00   2.0573046e+02   1.1411143e+03
  -1.3349144e+00   2.0577653e+02   1.1406534e+03
  -1.3346447e+00   2.0582258e+02   1.1401926e+03
  -1.3343750e+00   2.0586863e+02   1.1397319e+03
  -1.3341053e+00   2.0591467e+02   1.1392714e+03
  -1.3338356e+00   2.0596069e+02   1.1388109e+03
  -1.3335658e+00   2.0600671e+02   1.1383505e+03
  -1.3332961e+00   2.0605272e+02   1.1378901e+03
  -1.3330264e+00   2.0609872e+02   1.1374299e+03
  -1.3327567e+00   2.0614471e+02   1.1369698e+03
  -1.3324870e+00   2.0619069e+02   1.1365098e+03
  -1.3322173e+00   2.0623666e+02   1.1360498e+03
  -1.3319476e+00   2.0628263e+02   1.1355900e+03
  -1.3316779e+00   2.0632858e+02   1.1351302e+03
  -1.3314082e+00   2.0637452e+02   1.1346706e+03
  -1.3311385e+00   2.0642046e+02   1.1342110e+03
  -1.3308688e+00   2.0646638e+02   1.1337516e+03
  -1.3305991e+00   2.0651230e+02   1.1332922e+03
  -1.3303294e+00   2.0655820e+02   1.1328329e+03
  -1.3300597e+00   2.0660410e+02   1.1323737e+03
  -1.3297899e+00   2.0664999e+02   1.1319146e+03
  -1.3295202e+00   2.0669587e+02   1.1314556e+03
  -1.3292505e+00   2.0674174e+02   1.1309967e+03
  -1.3289808e+00   2.0678760e+02   1.1305379e+03
  -1.3287111e+00   2.0683345e+02   1.1300791e+03
  -1.3284414e+00   2.0687929e+02   1.1296205e+03
  -1.3281717e+00   2.0692512e+02   1.1291620e+03
  -1.3279020e+00   2.0697094e+02   1.1287035e+03
  -1.3276323e+00   2.0701675e+02   1.1282452e+03
  -1.3273626e+00   2.0706256e+02   1.1277869e+03
  -1.3270929e+00   2.0710835e+02   1.1273287e+03
  -1.3268232e+00   2.0715414e+02   1.1268707e+03
  -1.3265535e+00   2.0719991e+02   1.1264127e+03
  -1.3262838e+00   2.0724568e+02   1.1259548e+03
  -1.3260141e+00   2.0729144e+02   1.1254970e+03
  -1.3257443e+00   2.0733718e+02   1.1250393e+03
  -1.3254746e+00   2.0738292e+02   1.1245817e+03
  -1.3252049e+00   2.0742865e+02   1.1241242e+03
  -1.3249352e+00   2.0747437e+02   1.1236668e+03
  -1.3246655e+00   2.0752008e+02   1.1232094e+03
  -1.3243958e+00   2.0756578e+02   1.1227522e+03
  -1.3241261e+00   2.0761147e+02   1.1222950e+03
  -1.3238564e+00   2.0765716e+02   1.1218380e+03
  -1.3235867e+00   2.0770283e+02   1.1213810e+03
  -1.3233170e+00   2.0774849e+02   1.1209242e+03
  -1.3230473e+00   2.0779415e+02   1.1204674e+03
  -1.3227776e+00   2.0783979e+02   1.1200107e+03
  -1.3225079e+00   2.0788543e+02   1.1195541e+03
  -1.3222382e+00   2.0793105e+02   1.1190977e+03
  -1.3219684e+00   2.0797667e+02   1.1186413e+03
  -1.3216987e+00   2.0802228e+02   1.1181850e+03
  -1.3214290e+00   2.0806788e+02   1.1177287e+03
