   5.0000000e-03   1.2234994e-02   1.3457344e-02   1.4372621e-02   1.4698774e-02   1.3992410e-02
   5.5344277e-03   1.2179050e-02   1.3418525e-02   1.4356510e-02   1.4710993e-02   1.4036839e-02
   6.1259779e-03   1.2109842e-02   1.3369819e-02   1.4335204e-02   1.4724193e-02   1.4089820e-02
   6.7807564e-03   1.2024161e-02   1.3308539e-02   1.4306837e-02   1.4737717e-02   1.4152408e-02
   7.5055211e-03   1.1918057e-02   1.3231256e-02   1.4268861e-02   1.4750382e-02   1.4225423e-02
   8.3077528e-03   1.1786730e-02   1.3133656e-02   1.4217855e-02   1.4760242e-02   1.4309207e-02
   9.1957313e-03   1.1624479e-02   1.3010418e-02   1.4149345e-02   1.4764348e-02   1.4403323e-02
   1.0178622e-02   1.1424767e-02   1.2855206e-02   1.4057701e-02   1.4758543e-02   1.4506255e-02
   1.1266569e-02   1.1180510e-02   1.2660872e-02   1.3936239e-02   1.4737446e-02   1.4615251e-02
   1.2470803e-02   1.0884721e-02   1.2420032e-02   1.3777707e-02   1.4694820e-02   1.4726545e-02
   1.3803751e-02   1.0531594e-02   1.2126135e-02   1.3575316e-02   1.4624540e-02   1.4836230e-02
   1.5279172e-02   1.0117996e-02   1.1775007e-02   1.3324322e-02   1.4522199e-02   1.4941882e-02
   1.6912295e-02   9.6450653e-03   1.1366545e-02   1.3023794e-02   1.4386938e-02   1.5044433e-02
   1.8719975e-02   9.1194365e-03   1.0906024e-02   1.2677960e-02   1.4222732e-02   1.5149270e-02
   2.0720869e-02   8.5539254e-03   1.0404884e-02   1.2297031e-02   1.4039169e-02   1.5266799e-02
   2.2935630e-02   7.9681113e-03   9.8815913e-03   1.1898358e-02   1.3852917e-02   1.5414247e-02
   2.5387117e-02   7.3888969e-03   9.3626095e-03   1.1507846e-02   1.3689581e-02   1.5618003e-02
   2.8100633e-02   6.8492321e-03   8.8812593e-03   1.1158867e-02   1.3582539e-02   1.5912069e-02
   3.1104184e-02   6.3826345e-03   8.4718234e-03   1.0885808e-02   1.3565651e-02   1.6329518e-02
   3.4428772e-02   6.0150543e-03   8.1607593e-03   1.0714460e-02   1.3662567e-02   1.6890219e-02
   3.8108709e-02   5.7594006e-03   7.9607171e-03   1.0655413e-02   1.3879250e-02   1.7591993e-02
   4.2181979e-02   5.6134645e-03   7.8680349e-03   1.0701068e-02   1.4200394e-02   1.8406252e-02
   4.6690622e-02   5.5576867e-03   7.8600075e-03   1.0822435e-02   1.4585874e-02   1.9274397e-02
   5.1681174e-02   5.5567173e-03   7.8959767e-03   1.0969597e-02   1.4970188e-02   2.0105279e-02
   5.7205144e-02   5.5685190e-03   7.9265567e-03   1.1081251e-02   1.5272653e-02   2.0786667e-02
   6.3319547e-02   5.5493707e-03   7.9002480e-03   1.1093857e-02   1.5410725e-02   2.1205677e-02
   7.0087490e-02   5.4577134e-03   7.7680297e-03   1.0947224e-02   1.5306876e-02   2.1257134e-02
   7.7578829e-02   5.2612670e-03   7.4912287e-03   1.0593351e-02   1.4898794e-02   2.0855924e-02
   8.5870884e-02   4.9451089e-03   7.0506645e-03   1.0007030e-02   1.4152132e-02   1.9953081e-02
   9.5049239e-02   4.5063912e-03   6.4420575e-03   9.1822102e-03   1.3058249e-02   1.8535523e-02
   1.0520863e-01   3.9514473e-03   5.6735136e-03   8.1299955e-03   1.1632882e-02   1.6625742e-02
   1.1645391e-01   3.3014757e-03   4.7714512e-03   6.8848102e-03   9.9225643e-03   1.4288356e-02
   1.2890115e-01   2.5803777e-03   3.7682772e-03   5.4918316e-03   7.9915941e-03   1.1616296e-02
   1.4267881e-01   1.8211914e-03   2.7085067e-03   4.0126048e-03   5.9268453e-03   8.7342106e-03
   1.5792912e-01   1.0587129e-03   1.6406416e-03   2.5159052e-03   3.8271308e-03   5.7855564e-03
   1.7480945e-01   3.3747018e-04   6.2193486e-04   1.0799683e-03   1.8027355e-03   2.9286639e-03
   1.9349406e-01   3.4601323e-04   3.2972192e-04   2.5748453e-04   1.2322832e-04   3.3298906e-04
   2.1417577e-01   8.9327951e-04   1.1007239e-03   1.3428618e-03   1.6166711e-03   1.9113843e-03
   2.3706806e-01   1.3160717e-03   1.7000127e-03   2.1939516e-03   2.8277961e-03   3.6384626e-03
   2.6240721e-01   1.5944631e-03   2.0979536e-03   2.7635125e-03   3.6441960e-03   4.8106003e-03
   2.9045474e-01   1.7264119e-03   2.2919469e-03   3.0482428e-03   4.0616706e-03   5.4224160e-03
   3.2150015e-01   1.7239122e-03   2.2990665e-03   3.0724831e-03   4.1149725e-03   5.5235701e-03
   3.5586387e-01   1.6105024e-03   2.1523572e-03   2.8827533e-03   3.8697570e-03   5.2069737e-03
   3.9390057e-01   1.4175983e-03   1.8955765e-03   2.5401996e-03   3.4117543e-03   4.5932048e-03
   4.3600284e-01   1.1796170e-03   1.5766007e-03   2.1115974e-03   2.8343615e-03   3.8132949e-03
   4.8260524e-01   9.2927082e-04   1.2405769e-03   1.6594486e-03   2.2243848e-03   2.9882051e-03
   5.3418876e-01   6.9309938e-04   9.2359321e-04   1.2330350e-03   1.6493928e-03   2.2109179e-03
   5.9128581e-01   4.8834457e-04   6.4930914e-04   8.6482448e-04   1.1539755e-03   1.5427679e-03
   6.5448571e-01   3.2424726e-04   4.3011443e-04   5.7144342e-04   7.6047076e-04   1.0137995e-03
   7.2444076e-01   2.0246918e-04   2.6786829e-04   3.5489147e-04   4.7088546e-04   6.2577270e-04
   8.0187300e-01   1.1848557e-04   1.5634169e-04   2.0655109e-04   2.7324507e-04   3.6197778e-04
   8.8758162e-01   6.4456992e-05   8.4831538e-05   1.1176656e-04   1.4742137e-04   1.9468479e-04
   9.8245126e-01   3.2547613e-05   4.2718142e-05   5.6118999e-05   7.3795654e-05   9.7138876e-05
   1.0874611e+00   1.5186785e-05   1.9880455e-05   2.6046432e-05   3.4154199e-05   4.4826503e-05
   1.2036949e+00   6.4025638e-06   8.3687649e-06   1.0945780e-05   1.4326242e-05   1.8764778e-05
   1.3323525e+00   2.5039496e-06   3.2661634e-06   4.2625988e-06   5.5658830e-06   7.2732407e-06
   1.4747617e+00   8.5077040e-07   1.1070734e-06   1.4420002e-06   1.8800571e-06   2.4534469e-06
   1.6323924e+00   2.7204237e-07   3.5266629e-07   4.5786810e-07   5.9541252e-07   7.7551106e-07
   1.8068716e+00   8.3703259e-08   1.0731487e-07   1.3759590e-07   1.7614230e-07   2.2566120e-07
   2.0000000e+00   1.4374243e-08   1.8017106e-08   2.2954021e-08   2.9798826e-08   3.9124429e-08
