   0.0000000e+00   2.3298318e+00   1.1349438e+02   1.5113663e+01   8.7738029e-01   3.7770289e+00
   1.2500000e-01   2.4363702e+00   1.2304971e+02   1.9698331e+01   1.2015776e+00   4.9821743e+00
   2.5000000e-01   2.7586388e+00   1.5089069e+02   3.0536262e+01   9.6176387e-01   7.7944411e+00
   3.7500000e-01   3.3155234e+00   1.9733399e+02   4.5995019e+01   1.1161407e+00   1.1763233e+01
   5.0000000e-01   4.1687639e+00   2.6824754e+02   6.8187177e+01   1.3915527e+00   1.7398687e+01
   6.2500000e-01   5.4665338e+00   3.8016891e+02   1.0305971e+02   1.8986806e+00   2.6224401e+01
   7.5000000e-01   7.5353576e+00   5.7184958e+02   1.7286242e+02   2.9785650e+00   4.3147931e+01
   8.7500000e-01   1.1005016e+01   9.0606110e+02   3.7630661e+02   6.0146988e+00   8.9766897e+01
   1.0000000e+00   1.3609477e+01   8.2271278e+02   1.3134149e+03   1.4602632e+01   2.8698751e+02
   1.1250000e+00   1.1876434e+01   9.2853598e+02   4.3746339e+02   2.8014214e+00   1.0470314e+02
   1.2500000e+00   8.9437383e+00   6.7288076e+02   2.2443253e+02   1.4248036e+00   5.6301267e+01
   1.3750000e+00   7.0695520e+00   5.0534951e+02   1.5308300e+02   1.1601509e+00   3.9161749e+01
   1.5000000e+00   5.8410188e+00   4.0313842e+02   1.1864831e+02   9.6714428e-01   3.0427308e+01
   1.6250000e+00   4.9842258e+00   3.3626660e+02   9.7438586e+01   8.2189782e-01   2.5099845e+01
   1.7500000e+00   4.3551380e+00   2.8945992e+02   8.3243287e+01   7.0306216e-01   2.1490356e+01
   1.8750000e+00   3.8741823e+00   2.5489758e+02   7.3002057e+01   8.7399574e-01   1.8869222e+01
   2.0000000e+00   3.4945277e+00   2.2829837e+02   6.5226373e+01   6.2062543e-01   1.6870815e+01
   2.1250000e+00   3.1870345e+00   2.0715544e+02   5.9097409e+01   5.5148665e-01   1.5289772e+01
   2.2500000e+00   2.9327031e+00   1.8991266e+02   5.4126740e+01   5.0234248e-01   1.4003500e+01
   2.3750000e+00   2.7186501e+00   1.7555602e+02   5.0004012e+01   4.6346006e-01   1.2930293e+01
   2.5000000e+00   2.5358448e+00   1.6339723e+02   4.6521295e+01   4.3052620e-01   1.2009587e+01
   2.6250000e+00   2.3777756e+00   1.5295266e+02   4.3535150e+01   4.0276227e-01   1.1414170e+01
   2.7500000e+00   2.2396314e+00   1.4387235e+02   4.0942877e+01   3.7851515e-01   1.0625110e+01
   2.8750000e+00   2.1177813e+00   1.3589671e+02   3.8668009e+01   3.5737246e-01   1.0032592e+01
   3.0000000e+00   2.0094337e+00   1.2882935e+02   3.6653752e+01   3.3864451e-01   9.5335793e+00
   3.1250000e+00   1.9124066e+00   1.2251840e+02   3.4856143e+01   3.2188923e-01   9.1094222e+00
