   9.5000000e+00   8.8872263e+01   7.6330514e+01   6.1956386e+01
   9.5080080e+00   8.8924258e+01   7.6309171e+01   6.1885796e+01
   9.5160160e+00   8.8924270e+01   7.6291332e+01   6.1862290e+01
   9.5240240e+00   8.8895415e+01   7.6276894e+01   6.1885088e+01
   9.5320320e+00   8.8903383e+01   7.6266138e+01   6.1953359e+01
   9.5400400e+00   8.8894043e+01   7.6258336e+01   6.2065662e+01
   9.5480480e+00   8.8759953e+01   7.6253892e+01   6.2220770e+01
   9.5560561e+00   8.8744003e+01   7.6252263e+01   6.2416887e+01
   9.5640641e+00   8.8720163e+01   7.6253298e+01   6.2652152e+01
   9.5720721e+00   8.8574849e+01   7.6257417e+01   6.2924426e+01
   9.5800801e+00   8.8461815e+01   7.6263499e+01   6.3231442e+01
   9.5880881e+00   8.8411720e+01   7.6271826e+01   6.3570665e+01
   9.5960961e+00   8.8463654e+01   7.6282137e+01   6.3939663e+01
   9.6041041e+00   8.8279236e+01   7.6293662e+01   6.4336271e+01
   9.6121121e+00   8.8243366e+01   7.6306545e+01   6.4756691e+01
   9.6201201e+00   8.8089606e+01   7.6320506e+01   6.5196656e+01
   9.6281281e+00   8.8030398e+01   7.6335386e+01   6.5653907e+01
   9.6361361e+00   8.7800512e+01   7.6350352e+01   6.6125694e+01
   9.6441441e+00   8.7839592e+01   7.6366056e+01   6.6609722e+01
   9.6521522e+00   8.7777347e+01   7.6381597e+01   6.7101193e+01
   9.6601602e+00   8.7589536e+01   7.6397112e+01   6.7598175e+01
   9.6681682e+00   8.7495746e+01   7.6412669e+01   6.8094241e+01
   9.6761762e+00   8.7392976e+01   7.6427806e+01   6.8590662e+01
   9.6841842e+00   8.7245409e+01   7.6443185e+01   6.9083586e+01
   9.6921922e+00   8.7139631e+01   7.6458571e+01   6.9570521e+01
   9.7002002e+00   8.7102033e+01   7.6472842e+01   7.0049269e+01
   9.7082082e+00   8.6959974e+01   7.6485317e+01   7.0517699e+01
   9.7162162e+00   8.6881556e+01   7.6497314e+01   7.0974079e+01
   9.7242242e+00   8.6717303e+01   7.6507625e+01   7.1416782e+01
   9.7322322e+00   8.6546394e+01   7.6517371e+01   7.1844458e+01
   9.7402402e+00   8.6557384e+01   7.6526138e+01   7.2255993e+01
   9.7482482e+00   8.6451182e+01   7.6533871e+01   7.2650407e+01
   9.7562563e+00   8.6295183e+01   7.6543021e+01   7.3027065e+01
   9.7642643e+00   8.6120986e+01   7.6551352e+01   7.3385372e+01
   9.7722723e+00   8.6083463e+01   7.6556239e+01   7.3725021e+01
   9.7802803e+00   8.6094044e+01   7.6560613e+01   7.4045713e+01
   9.7882883e+00   8.5904718e+01   7.6563331e+01   7.4344390e+01
   9.7962963e+00   8.5784712e+01   7.6565702e+01   7.4627105e+01
   9.8043043e+00   8.5684334e+01   7.6567050e+01   7.4892033e+01
   9.8123123e+00   8.5648104e+01   7.6567378e+01   7.5138654e+01
   9.8203203e+00   8.5526942e+01   7.6566587e+01   7.5367248e+01
   9.8283283e+00   8.5384401e+01   7.6565181e+01   7.5578241e+01
   9.8363363e+00   8.5276224e+01   7.6562613e+01   7.5772061e+01
   9.8443443e+00   8.5254679e+01   7.6559425e+01   7.5945791e+01
   9.8523524e+00   8.5191553e+01   7.6554926e+01   7.6107016e+01
   9.8603604e+00   8.5051730e+01   7.6550233e+01   7.6252966e+01
   9.8683684e+00   8.5040433e+01   7.6544107e+01   7.6384609e+01
   9.8763764e+00   8.4916811e+01   7.6537263e+01   7.6501394e+01
   9.8843844e+00   8.4952577e+01   7.6529878e+01   7.6604407e+01
   9.8923924e+00   8.4839477e+01   7.6521538e+01   7.6693764e+01
   9.9004004e+00   8.4797377e+01   7.6512466e+01   7.6770366e+01
   9.9084084e+00   8.4758268e+01   7.6502494e+01   7.6834582e+01
   9.9164164e+00   8.4725859e+01   7.6492069e+01   7.6886862e+01
   9.9244244e+00   8.4700028e+01   7.6480346e+01   7.6927633e+01
   9.9324324e+00   8.4661991e+01   7.6468352e+01   7.6957276e+01
   9.9404404e+00   8.4635331e+01   7.6455179e+01   7.6976147e+01
   9.9484484e+00   8.4544297e+01   7.6441338e+01   7.6984566e+01
   9.9564565e+00   8.4524181e+01   7.6427141e+01   7.6982809e+01
   9.9644645e+00   8.4559210e+01   7.6411863e+01   7.6971126e+01
   9.9724725e+00   8.4533005e+01   7.6395800e+01   7.6949672e+01
   9.9804805e+00   8.4518799e+01   7.6379426e+01   7.6918691e+01
   9.9884885e+00   8.4450811e+01   7.6361875e+01   7.6878216e+01
   9.9964965e+00   8.4452876e+01   7.6343432e+01   7.6828359e+01
   1.0004505e+01   8.4479458e+01   7.6324735e+01   7.6769154e+01
   1.0012513e+01   8.4525888e+01   7.6305285e+01   7.6700617e+01
   1.0020521e+01   8.4565037e+01   7.6285023e+01   7.6622694e+01
   1.0028529e+01   8.4492769e+01   7.6263908e+01   7.6535328e+01
   1.0036537e+01   8.4488350e+01   7.6242596e+01   7.6438385e+01
   1.0044545e+01   8.4559576e+01   7.6219961e+01   7.6331720e+01
   1.0052553e+01   8.4548854e+01   7.6197033e+01   7.6215157e+01
   1.0060561e+01   8.4558283e+01   7.6173336e+01   7.6088503e+01
   1.0068569e+01   8.4617126e+01   7.6148770e+01   7.5951483e+01
   1.0076577e+01   8.4628008e+01   7.6123756e+01   7.5803831e+01
   1.0084585e+01   8.4667617e+01   7.6097826e+01   7.5645252e+01
   1.0092593e+01   8.4720862e+01   7.6071667e+01   7.5475396e+01
   1.0100601e+01   8.4758041e+01   7.6044189e+01   7.5293959e+01
   1.0108609e+01   8.4761059e+01   7.6016700e+01   7.5100559e+01
   1.0116617e+01   8.4858090e+01   7.5988013e+01   7.4894774e+01
   1.0124625e+01   8.4876756e+01   7.5958811e+01   7.4676215e+01
   1.0132633e+01   8.4935980e+01   7.5928976e+01   7.4444608e+01
   1.0140641e+01   8.5010720e+01   7.5898438e+01   7.4199509e+01
   1.0148649e+01   8.5091194e+01   7.5867601e+01   7.3940414e+01
   1.0156657e+01   8.5181593e+01   7.5835652e+01   7.3667357e+01
   1.0164665e+01   8.5240820e+01   7.5803358e+01   7.3383769e+01
   1.0172673e+01   8.5323693e+01   7.5769965e+01   7.3081885e+01
   1.0180681e+01   8.5438565e+01   7.5736705e+01   7.2764849e+01
   1.0188689e+01   8.5440252e+01   7.5692316e+01   7.2432609e+01
   1.0196697e+01   8.5533085e+01   7.5667201e+01   7.2088708e+01
   1.0204705e+01   8.5597240e+01   7.5631605e+01   7.1726558e+01
   1.0212713e+01   8.5720097e+01   7.5595814e+01   7.1348630e+01
   1.0220721e+01   8.5753588e+01   7.5558610e+01   7.0955370e+01
   1.0228729e+01   8.5872709e+01   7.5521460e+01   7.0547110e+01
   1.0236737e+01   8.5975747e+01   7.5484112e+01   7.0124109e+01
   1.0244745e+01   8.6101565e+01   7.5446734e+01   6.9686913e+01
   1.0252753e+01   8.6157383e+01   7.5409139e+01   6.9236103e+01
   1.0260761e+01   8.6148239e+01   7.5369308e+01   6.8772453e+01
   1.0268769e+01   8.6414285e+01   7.5329286e+01   6.8296828e+01
   1.0276777e+01   8.6494137e+01   7.5288396e+01   6.7810350e+01
   1.0284785e+01   8.6541961e+01   7.5246641e+01   6.7314211e+01
   1.0292793e+01   8.6609380e+01   7.5203393e+01   6.6809784e+01
   1.0300801e+01   8.6716636e+01   7.5160790e+01   6.6298668e+01
   1.0308809e+01   8.6870758e+01   7.5116661e+01   6.5782687e+01
   1.0316817e+01   8.6907803e+01   7.5074114e+01   6.5264377e+01
   1.0324825e+01   8.6948896e+01   7.5031236e+01   6.4744670e+01
   1.0332833e+01   8.7044350e+01   7.4987875e+01   6.4224678e+01
   1.0340841e+01   8.7152829e+01   7.4944829e+01   6.3707315e+01
   1.0348849e+01   8.7254191e+01   7.4901326e+01   6.3195141e+01
   1.0356857e+01   8.7327564e+01   7.4858144e+01   6.2691073e+01
   1.0364865e+01   8.7322979e+01   7.4815232e+01   6.2195766e+01
   1.0372873e+01   8.7487169e+01   7.4772732e+01   6.1711356e+01
   1.0380881e+01   8.7503311e+01   7.4730366e+01   6.1240530e+01
   1.0388889e+01   8.7594350e+01   7.4688779e+01   6.0785541e+01
   1.0396897e+01   8.7571973e+01   7.4647777e+01   6.0348445e+01
   1.0404905e+01   8.7707349e+01   7.4607852e+01   5.9931230e+01
   1.0412913e+01   8.7827565e+01   7.4568878e+01   5.9535699e+01
   1.0420921e+01   8.7785658e+01   7.4531184e+01   5.9163637e+01
   1.0428929e+01   8.7845490e+01   7.4494707e+01   5.8816428e+01
   1.0436937e+01   8.7893381e+01   7.4460015e+01   5.8495589e+01
   1.0444945e+01   8.7855821e+01   7.4427089e+01   5.8202304e+01
   1.0452953e+01   8.7970394e+01   7.4395965e+01   5.7937602e+01
   1.0460961e+01   8.7912210e+01   7.4366985e+01   5.7702336e+01
   1.0468969e+01   8.7980242e+01   7.4340078e+01   5.7497243e+01
   1.0476977e+01   8.8003911e+01   7.4315366e+01   5.7322847e+01
   1.0484985e+01   8.8099711e+01   7.4293009e+01   5.7179427e+01
   1.0492993e+01   8.8009946e+01   7.4272905e+01   5.7067261e+01
   1.0501001e+01   8.8079455e+01   7.4255542e+01   5.6986365e+01
   1.0509009e+01   8.8012222e+01   7.4240457e+01   5.6936646e+01
   1.0517017e+01   8.8065082e+01   7.4227791e+01   5.6917757e+01
   1.0525025e+01   8.8042263e+01   7.4217713e+01   5.6929346e+01
   1.0533033e+01   8.8000190e+01   7.4210003e+01   5.6970886e+01
   1.0541041e+01   8.7978852e+01   7.4204682e+01   5.7041665e+01
   1.0549049e+01   8.7843263e+01   7.4201654e+01   5.7140854e+01
   1.0557057e+01   8.7962133e+01   7.4200817e+01   5.7267683e+01
   1.0565065e+01   8.7807312e+01   7.4202201e+01   5.7420705e+01
   1.0573073e+01   8.7754147e+01   7.4205710e+01   5.7599078e+01
   1.0581081e+01   8.7715919e+01   7.4210746e+01   5.7801447e+01
   1.0589089e+01   8.7648788e+01   7.4217564e+01   5.8026427e+01
   1.0597097e+01   8.7665358e+01   7.4225719e+01   5.8272487e+01
   1.0605105e+01   8.7592448e+01   7.4235477e+01   5.8538064e+01
   1.0613113e+01   8.7469826e+01   7.4246285e+01   5.8821560e+01
   1.0621121e+01   8.7480077e+01   7.4258499e+01   5.9121183e+01
   1.0629129e+01   8.7345407e+01   7.4271238e+01   5.9435256e+01
   1.0637137e+01   8.7355980e+01   7.4284741e+01   5.9761926e+01
   1.0645145e+01   8.7199591e+01   7.4298896e+01   6.0099384e+01
   1.0653153e+01   8.7148424e+01   7.4313448e+01   6.0445785e+01
   1.0661161e+01   8.7150959e+01   7.4328223e+01   6.0799319e+01
   1.0669169e+01   8.7017741e+01   7.4343459e+01   6.1158168e+01
   1.0677177e+01   8.6942126e+01   7.4358270e+01   6.1520567e+01
   1.0685185e+01   8.6833484e+01   7.4375823e+01   6.1884821e+01
   1.0693193e+01   8.6699600e+01   7.4392920e+01   6.2249289e+01
   1.0701201e+01   8.6655835e+01   7.4407610e+01   6.2612372e+01
   1.0709209e+01   8.6557894e+01   7.4422208e+01   6.2972600e+01
   1.0717217e+01   8.6428235e+01   7.4436418e+01   6.3328592e+01
   1.0725225e+01   8.6462640e+01   7.4450091e+01   6.3679059e+01
   1.0733233e+01   8.6322206e+01   7.4463329e+01   6.4022809e+01
   1.0741241e+01   8.6228477e+01   7.4475844e+01   6.4358767e+01
   1.0749249e+01   8.6085067e+01   7.4487803e+01   6.4685966e+01
   1.0757257e+01   8.6010292e+01   7.4499333e+01   6.5003582e+01
   1.0765265e+01   8.6056053e+01   7.4509686e+01   6.5310805e+01
   1.0773273e+01   8.5907998e+01   7.4519451e+01   6.5607040e+01
   1.0781281e+01   8.5856718e+01   7.4528800e+01   6.5891730e+01
   1.0789289e+01   8.5754906e+01   7.4537723e+01   6.6164420e+01
   1.0797297e+01   8.5728409e+01   7.4546393e+01   6.6424782e+01
   1.0805305e+01   8.5536358e+01   7.4554397e+01   6.6672407e+01
   1.0813313e+01   8.5489099e+01   7.4560518e+01   6.6907191e+01
   1.0821321e+01   8.5540841e+01   7.4565603e+01   6.7127714e+01
